,index,name,uri,wikipedia,abstract,cid,type,related_to,createdAt,abstract_contents,article_contents,category,super_category,relrel_concepts,link_ratio,entropy
10,291,Learning analytics,,https://en.wikipedia.org/wiki/Learning analytics,"Learning analytics is the measurement, collection, analysis and reporting of data about learners and their contexts, for purposes of understanding and optimizing learning and the environments in which it occurs.
The growth of online learning since the 1990s, particularly in higher education, has contributed to the advancement of Learning Analytics as student data can be captured and made available for analysis. When learners use an LMS, social media, or similar online tools, their clicks, navigation patterns, time on task, social networks, information flow, and concept development through discussions can be tracked. The rapid development of massive open online courses (MOOCs) offers additional data for researchers to evaluate teaching and learning in online environments.",69aae4c88fce8e37dc83926c_concept_6493641934840560881,main_concept,,2026-03-06 14:30:03.033,"['Learning analytics', 'Learning']",[],set(),set(),0,0.688,0.3824682908720469
11,292,Cappuccino,,https://en.wikipedia.org/wiki/Cappuccino,"Cappuccino ( , Italian: [kapputˈtʃiːno]; from German Kapuziner) is an espresso-based coffee drink traditionally prepared with steamed milk, including a layer of milk foam.
Variations of the drink involve the use of cream instead of milk, using non-dairy milk substitutes and flavoring with cocoa powder (in Europe and Australasia) or cinnamon (in the United States and South Korea). It is typically smaller in volume than that of a caffè latte, and topped with a thick layer of foam rather than being made with microfoam.
The name comes from the Capuchin friars, referring to the color of their habits, and in this context, referring to the color of the beverage when milk is added in small portion to dark, brewed coffee (today mostly espresso). The physical appearance of a modern cappuccino with espresso crema and steamed milk is a result of a long evolution of the drink. 
The Viennese bestowed the name Kapuziner, possibly in the 18th century, on an early version that included whipped cream and spices. Later, the Kapuziner was introduced in northern Italy during the period of Austrian domination, and Italians started to use it for the beverage as well as the friar dress. It is sometimes said to have been served in the coffeehouses of Trieste and other Italian areas of the Austro-Hungarian Empire in the early 20th century, spreading throughout the Kingdom of Italy after World War I. However, the existence in central Italy of a coffee drink mixed with milk named cappuccino is already documented in the 19th century.",69aae4c88fce8e37dc83926c_concept_3056564319104897180,main_concept,,2026-03-06 14:30:03.033,['Cappuccino'],[],set(),set(),0,1.6952714535901927,0.8864090452585383
12,293,Computer,,https://en.wikipedia.org/wiki/Computer,"A computer is a machine that can be programmed to automatically carry out sequences of arithmetic or logical operations (computation). Modern digital electronic computers can perform generic sets of operations known as programs, which enable computers to perform a wide range of tasks. The term computer system may refer to a nominally complete computer that includes the hardware, operating system, software, and peripheral equipment needed and used for full operation, or to a group of computers that are linked and function together, such as a computer network or computer cluster.
A broad range of industrial and consumer products use computers as control systems, including simple special-purpose devices like microwave ovens and remote controls, and factory devices like industrial robots. Computers are at the core of general-purpose devices such as personal computers and mobile devices such as smartphones. Computers power the Internet, which links billions of computers and users.
Early computers were meant to be used only for calculations. Simple manual instruments like the abacus have aided people in doing calculations since ancient times. Early in the Industrial Revolution, some mechanical devices were built to automate long, tedious tasks, such as guiding patterns for looms. More sophisticated electrical machines did specialized analog calculations in the early 20th century. The first digital electronic calculating machines were developed during World War II, both electromechanical and using thermionic valves. The first semiconductor transistors in the late 1940s were followed by the silicon-based MOSFET (MOS transistor) and monolithic integrated circuit chip technologies in the late 1950s, leading to the microprocessor and the microcomputer revolution in the 1970s. The speed, power, and versatility of computers have been increasing dramatically ever since then, with transistor counts increasing at a rapid pace (Moore's law noted that counts doubled every two years), leading to the Digital Revolution during the late 20th and early 21st centuries.
Conventionally, a modern computer consists of at least one processing element, typically a central processing unit (CPU) in the form of a microprocessor, together with some type of computer memory, typically semiconductor memory chips. The processing element carries out arithmetic and logical operations, and a sequencing and control unit can change the order of operations in response to stored information. Peripheral devices include input devices (keyboards, mice, joysticks, etc.), output devices (monitors, printers, etc.), and input/output devices that perform both functions (e.g. touchscreens). Peripheral devices allow information to be retrieved from an external source, and they enable the results of operations to be saved and retrieved.",69aae4c88fce8e37dc83926c_concept_3958306795388818466,main_concept,,2026-03-06 14:30:03.033,['Computer'],[],set(),set(),0,52.190066857688635,0.856942166251334
13,295,Mining,,https://en.wikipedia.org/wiki/Mining,"Mining is the extraction of geological materials and minerals from the surface of the Earth. Mining is required to obtain most materials that cannot be grown through agricultural processes, or feasibly created artificially in a laboratory or factory. Ores recovered by mining include metals, coal, oil shale, gemstones, limestone, chalk, dimension stone, rock salt, potash, gravel, and clay. The ore must be a rock or mineral that contains a valuable constituent, can be extracted or mined and sold for profit. Mining in a wider sense includes extraction of any non-renewable resource such as petroleum, natural gas, or even water.
Modern mining processes involve prospecting for ore bodies, analysis of the profit potential of a proposed mine, extraction of the desired materials, and final reclamation or restoration of the land after the mine is closed. Mining materials are often obtained from ore bodies, lodes, veins, seams, reefs, or placer deposits. The exploitation of these deposits for raw materials is dependent on investment, labor, energy, refining, and transportation cost.
Mining operations can create a negative environmental impact, both during the mining activity and after the mine has closed. Hence, most of the world's nations have passed regulations to decrease the impact; however, the outsized role of mining in generating business for often rural, remote or economically depressed communities means that governments often fail to fully enforce such regulations. Work safety has long been a concern as well, and where enforced, modern practices have significantly improved safety in mines. Unregulated, poorly regulated or illegal mining, especially in developing economies, frequently contributes to local human rights violations and environmental conflicts. Mining can also perpetuate political instability through resource conflicts.",69aae4c88fce8e37dc83926c_concept_7161188360779605548,main_concept,,2026-03-06 14:30:03.033,['Mining'],[],set(),set(),0,11.552828902522155,4.2677518209838696e-305
14,296,Data cleansing,,https://en.wikipedia.org/wiki/Data cleansing,"Data cleansing or data cleaning is the process of identifying and correcting (or removing) corrupt, inaccurate, or irrelevant records from a dataset, table, or database. It involves detecting incomplete, incorrect, or inaccurate parts of the data and then replacing, modifying, or deleting the affected data. Data cleansing can be performed interactively using data wrangling tools, or through batch processing often via scripts or a data quality firewall.
After cleansing, a data set should be consistent with other similar data sets in the system. The inconsistencies detected or removed may have been originally caused by user entry errors, by corruption in transmission or storage, or by different data dictionary definitions of similar entities in different stores. Data cleaning differs from data validation in that validation almost invariably means data is rejected from the system at entry and is performed at the time of entry, rather than on batches of data.
The actual process of data cleansing may involve removing typographical errors or validating and correcting values against a known list of entities. The validation may be strict (such as rejecting any address that does not have a valid postal code), or with fuzzy or approximate string matching (such as correcting records that partially match existing, known records). Some data cleansing solutions will clean data by cross-checking with a validated data set. A common data cleansing practice is data enhancement, where data is made more complete by adding related information. For example, appending addresses with any phone numbers related to that address. Data cleansing may also involve harmonization (or normalization) of data, which is the process of bringing together data of ""varying file formats, naming conventions, and columns"", and transforming it into one cohesive data set; a simple example is the expansion of abbreviations (""st, rd, etc."" to ""street, road, etcetera"").",69aae4c88fce8e37dc83926c_concept_5518721979368552361,main_concept,,2026-03-06 14:30:03.033,['Data cleansing'],[],set(),set(),0,2.4015748031496065,4.5076774225778796e-305
15,297,Finite set,,https://en.wikipedia.org/wiki/Finite set,"In mathematics, a finite set is a collection of finitely many different things; the things are called elements or members of the set and are typically mathematical objects, such as numbers, symbols, points in space, lines, other geometric shapes, variables, or other sets.
Informally, a finite set is a set which one could in principle count and finish counting.  For example,

  
    
      
        {
        2
        ,
        4
        ,
        6
        ,
        8
        ,
        10
        }
      
    
    {\displaystyle \{2,4,6,8,10\}}
  

is a finite set with five elements. The number of elements of a finite set is a natural number (possibly zero) and is called the cardinality (or the cardinal number) of the set. A set that is not a finite set is called an infinite set. For example, the set 

  
    
      
        {
        1
        ,
        2
        ,
        3
        ,
        …
        }
      
    
    {\displaystyle \{1,2,3,\ldots \}}
  

of all positive integers is infinite.
Finite sets are particularly important in combinatorics, the mathematical study of counting. Many arguments involving finite sets rely on the pigeonhole principle, which states that there cannot exist an injective function from a larger finite set to a smaller finite set.",69aae4c88fce8e37dc83926c_concept_4822988922226860967,main_concept,,2026-03-06 14:30:03.033,['Finite set'],[],set(),set(),0,2.751958224543081,4.103914420669876e-305
16,299,Real number,,https://en.wikipedia.org/wiki/Real number,"In mathematics, a real number is a number that can be used to measure a continuous one-dimensional quantity such as a length, duration or temperature. Here, continuous means that pairs of values can have arbitrarily small differences. Every real number can be almost uniquely represented by an infinite decimal expansion.
The real numbers are fundamental in calculus and in many other branches of mathematics, in particular by their role in the classical definitions of limits, continuity and derivatives.
The set of real numbers, sometimes called ""the reals"", is usually notated as a bold R or the blackboard bold ⁠
  
    
      
        
          R
        
      
    
    {\displaystyle \mathbb {R} }
  
⁠.
The adjective real, used in the 17th century by René Descartes, distinguishes real numbers from imaginary numbers such as the square roots of negative numbers.
The real numbers include the rational numbers, such as the integer −5 and the fraction 4 / 3. Real numbers that are not rational are irrational. Those real numbers that are roots of  polynomials with rational coefficients are algebraic numbers, which include all the rational numbers and also irrational numbers such as √2 = 1.414.... Other real numbers, such as π = 3.1415..., are not roots of polynomials; these are the transcendental numbers. 
The real numbers can be thought of as the points on a line, called the number line or real line, on which the points corresponding to integers (..., −2, −1, 0, 1, 2, ...) are equally spaced.
The informal descriptions above of the real numbers are not sufficient for rigorous reasoning about real numbers. The development of a suitable formal definition was a major achievement of 19th-century mathematics and is the foundation of real analysis, the study of real functions and real-valued sequences. One modern axiomatic definition is that real numbers form the unique (up to an isomorphism) Dedekind-complete ordered field. Other common definitions of real numbers include equivalence classes of Cauchy sequences (of rational numbers), Dedekind cuts, and infinite decimal representations. All these definitions satisfy the axiomatic definition and are thus equivalent.",69aae4c88fce8e37dc83926c_concept_2434145248674121302,main_concept,,2026-03-06 14:30:03.033,['Real number'],[],set(),set(),0,8.61576354679803,4.0646587163012e-305
17,300,Variable star,,https://en.wikipedia.org/wiki/Variable star,"A variable star is a star whose brightness as seen from Earth (its apparent magnitude) changes systematically with time. This variation may be caused by a change in emitted light or by something partly blocking the light, so variable stars are classified as either:

Intrinsic variables, whose inherent luminosity changes; for example, because the star swells and shrinks.
Extrinsic variables, whose apparent changes in brightness are due to changes in the amount of their light that can reach Earth; for example, because the star has an orbiting companion that sometimes eclipses it.
Depending on the type of star system, this variation can include cyclical, irregular, fluctuating, or transient behavior. Changes can occur on time scales that range from under an hour to multiple years. Many, possibly most, stars exhibit at least some oscillation in luminosity: the energy output of the Sun, for example, varies by about 0.1% over an 11-year solar cycle. At the opposite extreme, a supernova event can briefly outshine an entire galaxy. Of the 58,200 variable stars that have been catalogued as of 2023, the most common type are pulsating variables with just under 30,000, followed by eclipsing variables with over 10,000.
Variable stars have been observed since the dawn of human history. The first documented periodic variable was the eclipsing binary Algol. The periodic variable Omicron Ceti, later named Mira, was discovered in the 17th century, followed by Chi Cygni then R Hydrae. By 1786, ten had been documented. Variable star discovery increased rapidly with the advent of photographic plates. When Cepheid variables were shown to have a period-luminosity relationship in 1912, this allowed them to be used for distance measurement. As a result, it was demonstrated that spiral nebulae are galaxies outside the Milky Way. Variable stars now form several methods for the cosmic distance ladder that is used to determine the scale of the visible universe. The periods of eclipsing binaries allowed for a more precise determination of the mass and radii of their component stars, which proved especially useful for modelling stellar evolution.",69aae4c88fce8e37dc83926c_concept_2145198650245953822,main_concept,,2026-03-06 14:30:03.033,['Variable star'],[],set(),set(),0,5.7160714285714285,0.629331519205187
18,301,Performance measurement,,https://en.wikipedia.org/wiki/Performance measurement,"Performance measurement is the process of collecting, analyzing and reporting information regarding the performance of an individual, group, organization, system or component.
Definitions of performance measurement tend to be predicated upon an assumption about why the performance is being measured.

Moullin defines the term with a forward looking organisational focus—""the process of evaluating how well organisations are managed and the value they deliver for customers and other stakeholders"".
Neely et al. use a more operational retrospective focus—""the process of quantifying the efficiency and effectiveness of past actions"".
In 2007 the Office of the Chief Information Officer in the USA defined it using a more evaluative focus—""Performance measurement estimates the parameters under which programs, investments, and acquisitions are reaching the targeted results"". 
Defining performance measures or methods by which they can be chosen is also a popular activity for academics—for example a list of railway infrastructure indicators is offered by Stenström et al., a novel method for measure selection is proposed by Mendibil et al.",69aae4c88fce8e37dc83926c_concept_919301557057298903,main_concept,,2026-03-06 14:30:03.033,['Performance measurement'],[],set(),set(),0,9.8,0.7403376591709016
19,302,Logic programming,,https://en.wikipedia.org/wiki/Logic programming,"Logic programming is a programming, database and knowledge representation paradigm based on formal logic. A logic program is a set of sentences in logical form, representing knowledge about some problem domain. Computation is performed by applying logical reasoning to that knowledge, to solve problems in the domain.  Major logic programming language families include Prolog, Answer Set Programming (ASP) and Datalog. In all of these languages, rules are written in the form of clauses:

A :- B1, ..., Bn.
and are read as declarative sentences in logical form:

A if B1 and ... and Bn.
A is called the head of the rule, B1, ..., Bn is called the body, and the Bi are called literals or conditions. When n = 0, the rule is called a fact and is written in the simplified form:

A.
Queries (or goals) have the same syntax as the bodies of rules and are commonly written in the form:

?- B1, ..., Bn.
In the simplest case of Horn clauses (or ""definite"" clauses), all of the A, B1, ..., Bn are atomic formulae of the form p(t1 ,..., tm), where p is a predicate symbol naming a relation, like ""motherhood"", and the ti are terms naming objects (or individuals). Terms include both constant symbols, like ""charles"", and variables, such as X, which start with an upper case letter.
Consider, for example, the following Horn clause program:

Given a query, the program produces answers.
For instance for a query  ?- parent_child(X, william), the single answer is

Various queries can be asked.  For instance
the program can be queried both to generate grandparents and to generate grandchildren. It can even be used to generate all pairs of grandchildren and grandparents, or simply to check if a given pair is such a pair:

Although Horn clause logic programs are Turing complete, for most practical applications, Horn clause programs need to be extended to ""normal"" logic programs with negative conditions. For example, the definition of sibling uses a negative condition, where the predicate = is defined by the clause  X = X :

Logic programming languages that include negative conditions have the knowledge representation capabilities of a non-monotonic logic.
In ASP and Datalog, logic programs have only a declarative reading, and their execution is performed by means of a proof procedure or model generator whose behaviour is not meant to be controlled by the programmer. However, in the Prolog family of languages, logic programs also have a procedural interpretation as goal-reduction procedures. From this point of view, clause A :- B1,...,Bn is understood as:

to solve A, solve B1, and ... and solve Bn.
Negative conditions in the bodies of clauses also have a procedural interpretation, known as negation as failure: A negative literal  not B is deemed to hold if and only if the positive literal  B fails to hold.
Much of the research in the field of logic programming has been concerned with trying to develop a logical semantics for negation as failure and with developing other semantics and other implementations for negation. These developments have been important, in turn, for supporting the development of formal methods for logic-based program verification and program transformation.",69aae4c88fce8e37dc83926c_concept_2121765058007134180,main_concept,,2026-03-06 14:30:03.033,"['Logic programming', 'Logic']",[],set(),set(),0,1.937142857142857,0.306953380834468
20,303,Life expectancy,,https://en.wikipedia.org/wiki/Life expectancy,"Human life expectancy is a statistical measure of the estimate of the average remaining years of life at a given age. The most commonly used measure is life expectancy at birth (LEB, or in demographic notation e0, where ex denotes the average life remaining at age x). This can be defined in two ways. Cohort LEB is the mean length of life of a birth cohort (in this case, all individuals born in a given year) and can be computed only for cohorts born so long ago that all their members have died. Period LEB is the mean length of life of a hypothetical cohort assumed to be exposed, from birth through death, to the mortality rates observed at a given year. National LEB figures reported by national agencies and international organizations for human populations are estimates of period LEB.
Human remains from the early Bronze Age indicate an LEB of 24. In 2019, world LEB was 73.3. A combination of high infant mortality and deaths in young adulthood from accidents, epidemics, plagues, wars, and childbirth, before modern medicine was widely available, significantly lowers LEB. For example, a society with a LEB of 40 would have relatively few people dying at exactly 40: most will die before 30 or after 55. In populations with high infant mortality rates, LEB is highly sensitive to the rate of death in the first few years of life. Because of this sensitivity, LEB can be grossly misinterpreted, leading to the belief that a population with a low LEB would have a small proportion of older people. A different measure, such as life expectancy at age 5 (e5), can be used to exclude the effect of infant mortality to provide a simple measure of overall mortality rates other than in early childhood. For instance, in a society with a life expectancy of 30, it may nevertheless be common to have a 40-year remaining timespan at age 5 (but not a 60-year one).
Aggregate population measures—such as the proportion of the population in various age groups—are also used alongside individual-based measures—such as formal life expectancy—when analyzing population structure and dynamics. Pre-modern societies had universally higher mortality rates and lower life expectancies at every age for both males and females.
Life expectancy, longevity, and maximum lifespan are not synonymous. Longevity refers to the relatively long lifespan of some members of a population. Maximum lifespan is the age at death for the longest-lived individual of a species. Mathematically, life expectancy is denoted 
  
    
      
        
          e
          
            x
          
        
      
    
    {\displaystyle e_{x}}
  
 and is the mean number of years of life remaining at a given age 
  
    
      
        x
      
    
    {\displaystyle x}
  
, with a particular mortality. Because life expectancy is an average, a particular person may die many years before or after the expected survival.
Life expectancy is also used in plant or animal ecology, and in life tables (also known as actuarial tables). The concept of life expectancy may also be used in the context of manufactured objects, though the related term shelf life is commonly used for consumer products, and the terms ""mean time to breakdown"" and ""mean time between failures"" are used in engineering.",69aae4c88fce8e37dc83926c_concept_8091036038508334118,main_concept,,2026-03-06 14:30:03.033,['Life expectancy'],[],set(),set(),0,7.252840909090909,0.8560012282703287
